Benchmark,Kernel,APIs,API_Count,Has_CUDA,Has_HIP,Has_SYCL,Has_OpenMP
CloverLeaf,PdV,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,flux_calc,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,viscosity,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
miniBUDE,fasten,"CUDA, HIP, Kokkos, OpenACC, OpenCL, OpenMP, RAJA, SYCL, Serial, TBB, Thrust, stdpar",12,True,True,True,True
Rodinia,nw,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,heartwall,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,hybridsort,"CUDA, OpenCL",2,True,False,False,False
Rodinia,backprop,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,dwt2d,"CUDA, OpenCL",2,True,False,False,False
Rodinia,b+tree,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,leukocyte,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,cfd,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,bfs,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,kmeans,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,lavaMD,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,mummergpu,"CUDA, OpenMP",2,True,False,False,True
Rodinia,particlefilter,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,nn,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,pathfinder,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,lud,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,myocyte,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,streamcluster,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,hotspot3D,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,hotspot,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,srad,"CUDA, OpenCL, OpenMP",3,True,False,False,True
Rodinia,gaussian,"CUDA, OpenCL",2,True,False,False,False
